Review,date,Location,cleaned_review,Sentiment Score,Sentiment Label
"Great location, customer service needs some improvement. Check in is supposed to be at 3, we got there close to 4 and had to wait for our room. I had a question after we checked in and called the front desk, but no one ever answered. Parking is very challenging, you can hunt for street parking or pay $25 for valet service. Rooms are small (even a so called suite), but the beds are very comfortable and the view from our 10th floor room was great. The hotel is in a cute shopping area with a lot of restaurants and a busy night life vibe on a Saturday night. The complimentary breakfast was fantastic, with fresh scrambled eggs, sausage, and hash browns that were cooked perfectly. Cereal, bagels, toast, waffles, fresh fruit, coffee and juice were also available. The front desk service was my only complaint. We will likely stay here again.      ",23/10/2018,,great locat custom servic need improv check suppos 3 got close 4 wait room question check call front desk one ever answer park challeng hunt street park pay 25 valet servic room small even call suit bed comfort view 10th floor room great hotel cute shop area lot restaur busi night life vibe saturday night complimentari breakfast fantast fresh scrambl egg sausag hash brown cook perfectli cereal bagel toast waffl fresh fruit coffe juic also avail front desk servic complaint like stay,0.9531,Positive
"I liked the location, service and the Breakfast(Free). Parking is not that good but Ok for a night or two. Service was nice at the Front desk.      ",23/10/2018,Los Angeles CA,like locat servic breakfastfre park good ok night two servic nice front desk,0.8555,Positive
Always a great stay; the staff are amazing and remember their customers.      ,23/10/2018,,alway great stay staff amaz rememb custom,0.6249,Positive
"Great location, but late room service. They didn’t show up till 5pm. Fire alarms went off twice and we didn’t get notified if it was just a test or a real fire till we called the front desk.      ",23/10/2018,Florida,great locat late room servic ’ show till 5pm fire alarm went twice ’ get notifi test real fire till call front desk,-0.2732,Negative
Horrible check in called got a taxi front desk told us to call her when taxis were there had to wait for assistance breakfast was the worst       ,23/10/2018,,horribl check call got taxi front desk told us call taxi wait assist breakfast worst,-0.6249,Negative
"Nice hotel, close to Epcot. Would definitely stay there again.      ",22/10/2018,Tampa,nice hotel close epcot would definit stay,0.4215,Positive
Excellent hotel with a beautiful pool and very close to Disney. Great stay      ,22/10/2018,,excel hotel beauti pool close disney great stay,0.7964,Positive
"Housekeeping was rude and not very thorough. The divider door between adjoining rooms did not provide any sound barrier, you could hear everything in the room next to you.      ",22/10/2018,FL,housekeep rude thorough divid door adjoin room provid sound barrier could hear everyth room next,-0.5423,Negative
Enjoyed my night stay there. Would recommend to others.      ,22/10/2018,California,enjoy night stay would recommend other,0.6908,Positive
"Great service, excellent bar and the food was great. Efran our bartender was fantastic. The rooms are nicer than expected and the bed comfort was impressive.      ",22/10/2018,Sacramento,great servic excel bar food great efran bartend fantast room nicer expect bed comfort impress,0.9612,Positive
"The hotel itself was nice. Great food choices right there. The information desk is super friendly. The reception desk, not so much. The room was incredibly small and we did a room with a separate living area. The bathroom was so tight you can barely shut the door and fit in it.  All in all, it was okay. Not good or great... but not bad       ",22/10/2018,,hotel nice great food choic right inform desk super friendli recept desk much room incred small room separ live area bathroom tight bare shut door fit okay good great bad,0.9565,Positive
Perfect hotel if you are attending an event at Madison Square Garden.      ,22/10/2018,"Brewster, NY",perfect hotel attend event madison squar garden,0.5719,Positive
"Front desk staff is Excellent. Room was clean, comfortable and quiet. Overall, the building is in need of some TLC. Doors are marred. The hallway is scuffed up. The ice machine on the 3rd floor was missing (an ugly pad in its place). I really wanted it to ""feel"" nicer.      ",22/10/2018,,front desk staff excel room clean comfort quiet overal build need tlc door mar hallway scuf ice machin 3rd floor miss ugli pad place realli want feel nicer,0.8689,Positive
"Rundown hotel in the middle of nowhere. Couldn't stay here without a car. Room not clean (found old M&Ms under the ottoman and under the bedskirt (bed on a platform), hair on bathroom floor etc.). Hair dryer smelled like something was burning inside it. No breakfast options except adjacent restaurant which is dreadful. Slow front desk though friendly when you finally get there. Furniture is old and beaten up. Odd smells in room and hallway. Toilet didn't flush properly. Thin walls so very noisy. Poor WiFi. Won't stay here again. Disappointing.      ",22/10/2018,"Lancaster County, PA",rundown hotel middl nowher couldnt stay without car room clean found old mm ottoman bedskirt bed platform hair bathroom floor etc hair dryer smell like someth burn insid breakfast option except adjac restaur dread slow front desk though friendli final get furnitur old beaten odd smell room hallway toilet didnt flush properli thin wall noisi poor wifi wont stay disappoint,-0.8271,Negative
I was told there was access to all of the floors via the steps but when we checked in practically all of the staff were unaware that this was possible. Finally we were able to speak with a Manager and he granted us access. Unfortunately we had to enter it from outside as the emergency stairwell access is for persons exiting the building not entering... Which makes sense in case of a fire but my Aunt has a phobia with elevators      ,22/10/2018,,told access floor via step check practic staff unawar possibl final abl speak manag grant us access unfortun enter outsid emerg stairwel access person exit build enter make sens case fire aunt phobia elev,-0.3612,Negative
"The front desk clerk was very rude to me told me I can walk up the stairs if I wanted to . Also, was very sarcastic just extremely rude      ",22/10/2018,New York,front desk clerk rude told walk stair want also sarcast extrem rude,-0.6908,Negative
"this is my second time stating at this hotel, the staff is not very help full or friendly, for the two day that I was there each morning, the staff looks like they want to be there.      ",22/10/2018,,second time state hotel staff help full friendli two day morn staff look like want,0.6705,Positive
"Great walking distance to Disney parks and nice to be close to Walgreens, CVS and Starbucks. Pool and laundry facilities (coin machines) great! Standard mini-bar fridge with little freezer on top came in very handy. Keurig machine in the room. All staff were awesome! In Deluxe room sofa does pull out into double bed too which was great for our 10 yr old son.      ",22/10/2018,Calgary,great walk distanc disney park nice close walgreen cv starbuck pool laundri facil coin machin great standard minibar fridg littl freezer top came handi keurig machin room staff awesom delux room sofa pull doubl bed great 10 yr old son,0.9509,Positive
